created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Dec 28 19:29:48 +0000 2023;1740455024793354350;"@convomf Yok semangat lgi boikot produk Israel, usaha kita pasti ada balasan untuk menuju ke surga nya Allah";0;0;0;0;in;1710206150418006016;1740194390885454307;annisoraya26;https://twitter.com/annisoraya26/status/1740455024793354350
Thu Dec 28 18:17:19 +0000 2023;1740436783278776346;"@NinzExe07 Free Palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇮🇩🇮🇩🇵🇸🇮🇩🇮🇩🇵🇸🇵🇸🇮🇩  Boikot produk zionis Israel penjajah selama - lamanya";0;0;0;0;in;1729065494354001920;1740204475477065847;MinderaM37374;https://twitter.com/MinderaM37374/status/1740436783278776346
Thu Dec 28 18:08:25 +0000 2023;1740434542790582346;"@SoftWarNews Yok lebih giat lgi boikot smua produk pro Israel, jgn tergoda Ama diskon, diskon lu gak seberapa sakit perih di neraka";0;0;0;0;in;1710206150418006016;1740321501189177517;annisoraya26;https://twitter.com/annisoraya26/status/1740434542790582346
Thu Dec 28 17:56:54 +0000 2023;1740431646657237018;"Boikot produk israel https://t.co/rHPqicVUx4";0;0;0;4;in;1088532017002606592;1740431646657237018;marganalubis3;https://twitter.com/marganalubis3/status/1740431646657237018
Thu Dec 28 15:39:50 +0000 2023;1740397153166725516;"Knp ya msh ada aja yg menganggap kalo boikot produk Israel tuh mabok agama? 😢";0;0;0;0;in;328482562;1740397153166725516;veezlynx;https://twitter.com/veezlynx/status/1740397153166725516
Thu Dec 28 15:35:12 +0000 2023;1740395985531211889;"Ini sangat realistis. Bagus. 😁  Kalau mau boikot, produk Intel juga harusnya diboikot, dia daper investasi langsung dari israel, bahkan daper hibah langsung dari negara israel 😅 Berat kalau mau boikot semuanya.";0;0;0;1;in;57025341;1740395985531211889;putradanahita;https://twitter.com/putradanahita/status/1740395985531211889
Thu Dec 28 15:12:01 +0000 2023;1740390152181293341;"mungkin staf/crew yang nyediain, tapi boikot kan udah dimana2 ya, membeli produk yg menyumbangkan profitnya untuk israel sama saja membantu israel melalukan pembantaian di palestina, dan produk alternatifnya juga banyak.  #Palestina #IsraelTerrorist #chefjuna #chefrenata https://t.co/mJQVP2uEKZ";0;0;1;0;in;1471941899493658624;1740390152181293341;gsvgasvge;https://twitter.com/gsvgasvge/status/1740390152181293341
Thu Dec 28 14:03:27 +0000 2023;1740372896391086227;"sumpah kan skrng ni lagi bnyk yg boikot produk yg pro israel TRUS TNGGL 26 BRU SADAR DI RUMAH ADA KEBELI COCA COLA 1 DUS, nah krn ud terlanjur klo nd di apa apain sayang lah kan mubazir TPI PLOTTWIST NY TEMAN TEMAN KU DIRMH MALAH NYARI COCA COLA BJIR BAHKAN SMPE BW PLNG😭😭😭";0;0;0;0;in;1537971152785932289;1740372896391086227;p4rkjjie;https://twitter.com/p4rkjjie/status/1740372896391086227
Thu Dec 28 13:35:18 +0000 2023;1740365811452411925;"bhkn sbux aj, om sm tnte gw msi beli pdhl kmrn dia yg prtma nyeruin bwt boikot produk/brand/gerai mknan atw mnuman yg pro israel";0;0;0;0;in;1496902023215652927;1740365101830643862;Iunedreams;https://twitter.com/Iunedreams/status/1740365811452411925
Thu Dec 28 13:03:52 +0000 2023;1740357901666197818;"@dumpiestnla kitaa emg seharusnya boikot produk' pro Israel, tpi kenapa ya masalahnya tu sampe ngatain fisik KEKK APAA YAA ngebela tuu cuku ga beli produk sama unfol aja gausa sampe ngatain fisik lah coy, jangann lupaa ya guyss tetap tegur doy dgn baik'";0;0;0;1;in;1637089981062877185;1739256868500115660;ndissrly;https://twitter.com/ndissrly/status/1740357901666197818
Thu Dec 28 12:06:57 +0000 2023;1740343575962104314;"@antaranews Protes Boikot produk Israel di Amsterdam 👇 #PalestineWillBeFree  @OnlinePalEng @palestinehopes https://t.co/ZOt5BRElBv";0;0;1;1;ca;2449850334;1740340087521673608;rmiryanti;https://twitter.com/rmiryanti/status/1740343575962104314
Thu Dec 28 11:19:00 +0000 2023;1740331508332962187;"Ada je bal, tapi pendedahan tak serancak Israel, lagipun Myanmar tak ada kedai kopi hipster atau restoran fastfood untuk kita boikot, tp kalu ada jumpa produk Myanmar, kau sbg Influencer boleh start kempen.";0;0;0;0;in;28063467;1740331508332962187;akusegan;https://twitter.com/akusegan/status/1740331508332962187
Thu Dec 28 10:36:51 +0000 2023;1740320904637497660;"@clizzdreayy lah emang. makanya gue bilang ssera tetep harus di boikot selama promosi produk pro israel";0;0;0;0;in;882290840218902528;1740317810608521644;STARG1RLsx;https://twitter.com/STARG1RLsx/status/1740320904637497660
Thu Dec 28 10:21:34 +0000 2023;1740317055746982098;"@Detektifarwah @baqiebaka @herricahyadi Justru pertanyaan anda yg aneh. Padahal aksi bela palestina di indonesia dimana-mana lo, boikot produk yg terafiliasi dengan israel juga termasuk bela palestina, ngirim bantuan uang, logistik, makanan, dan kebutuhan pokok lain. Kok bisa anda nanya bela palestine dengan cara apa?";0;2;0;0;in;1412837034910273536;1739660819032604794;Thewlldn;https://twitter.com/Thewlldn/status/1740317055746982098
Thu Dec 28 09:57:35 +0000 2023;1740311020579758235;"@Mbok_Ewett @TMarfissa Boikot produk Israel";0;1;0;1;in;1317426801661014017;1740176443974582706;EnggangMeratus1;https://twitter.com/EnggangMeratus1/status/1740311020579758235
Thu Dec 28 09:51:34 +0000 2023;1740309508394819848;"@BMVFM Selain memboikot produk israel bole juga boikot kedai yg owner dia macam kepala bana gini";0;0;0;1;in;1693002849503027200;1740190890910683505;filaqiah;https://twitter.com/filaqiah/status/1740309508394819848
Thu Dec 28 09:35:04 +0000 2023;1740305355744440704;"@VRchama @neohistoria_id Serang kedubes Myanmar gak sih? Demonya tuh kesana. Orang2 bisa boikot produk israel, harusnya bisa nih bikin Myanmar ketar ketir jg.";0;1;0;26;in;1149910147;1740266083687469091;rend123_;https://twitter.com/rend123_/status/1740305355744440704
Thu Dec 28 05:32:19 +0000 2023;1740244265337524438;"lu aja kali yg tebang pilih dg alibi isu 🤣 kemrin aja stan agensi kuning vocal banget ngeboikot idol" yg foto pke produk pro israel giliran ada idol dri agensi yg di stan pake alesan ttd kontrak sblum aksi boikot padahal idol" lain juga ada yg ttd kontrak sblum aksi boikot.";0;0;0;7;in;1692202063873425408;1740244265337524438;earthloversss;https://twitter.com/earthloversss/status/1740244265337524438
Thu Dec 28 05:27:38 +0000 2023;1740243085307805766;"@starfess Yukkk boikot semua produk milik Israel beserta antek2nya siapapun BA atau idolnya,, jangan terkoceh y guys,, mereka lagi menargetkan fandom atau komunitas (kpoprs) yg impact nya besar dn menyebar keberbagai kalangan  #FreePalestine";0;0;0;1;in;1410813577192116227;1740229843407749598;ItsMe26246260;https://twitter.com/ItsMe26246260/status/1740243085307805766
Thu Dec 28 05:14:24 +0000 2023;1740239753772154946;"@RJLetsGo Kita dukung dengan boikot produk yang support israel";0;0;1;3;in;1446117084065189903;1740233630453248227;ibnu_alhusaini;https://twitter.com/ibnu_alhusaini/status/1740239753772154946
Thu Dec 28 05:02:07 +0000 2023;1740236665225154880;"@tanyarlfes persetanan buat siapa pun yg dukung israel zenoist, beserta antek" nya. ga ada toleransi jg buat yg ga bisa boikot produk pendukung israel, apa susahnya sih anj. masi banyak produk yg bisa di ganti.";0;0;0;0;in;1305862345613164550;1740222723312480679;xxxcrun;https://twitter.com/xxxcrun/status/1740236665225154880
Thu Dec 28 04:42:39 +0000 2023;1740231765309210796;"@ikramarki Bahkan sampe genosida selesai pun keknya bakal terus boikot atau seenggaknya mengganti ke produk lain, krn produk2 itu akan tetep terus dukung Israel";0;0;0;0;in;132835211;1740227827654631666;lambe_trah;https://twitter.com/lambe_trah/status/1740231765309210796
Thu Dec 28 04:27:00 +0000 2023;1740227827654631666;"kalian masih boikot mcd, kfc, bk, sbux dan produk-produk lain yang dukung israel, nggak? atau udah enggak dan udah beli lagi produk mereka? gue masih.";22;88;16;42;in;26541119;1740227827654631666;ikramarki;https://twitter.com/ikramarki/status/1740227827654631666
Thu Dec 28 04:06:26 +0000 2023;1740222650713330115;"Sebaiknya Tetap Fokus boikot produk makanan/minuman/kecantikan @israel . Mereka biang propaganda...";0;0;0;0;in;1646214995615809538;1740222650713330115;priadefal;https://twitter.com/priadefal/status/1740222650713330115
Thu Dec 28 03:54:34 +0000 2023;1740219665568469350;"Boikot produk yg terafiliasi dgn Israel itu berlaku untuk barang second ngga ya?";0;2;0;7;in;1192464420;1740219665568469350;BarcaBandidos;https://twitter.com/BarcaBandidos/status/1740219665568469350
Thu Dec 28 03:22:00 +0000 2023;1740211468145136019;"@tubirfess Buang-buang waktu banget ngurusin kek gituan, skip aja udah klo udah diingetin sekali masih bebal. Fokus ke tujuan kita #boikotprodukisrael";0;0;0;0;in;1088362339823304705;1739863880397144203;hayuksiapa;https://twitter.com/hayuksiapa/status/1740211468145136019
Thu Dec 28 02:11:21 +0000 2023;1740193691577491516;"Yuk jadi netizen cerdas/bijak, masukin nama mereka ke list tanpa bukti (tanggal &amp  foto mereka promosi produknya), terus produk itu apakah termasuk dalam "Target Boikot Israel" atau brand yang masuk ke dalam boikotnya BDS Movement?!  JANGAN MAU TERIMA INFO TANPA SUMBER/BUKTI JELAS";0;0;5;12;in;1555502081896681472;1740193691577491516;Kiyupi3;https://twitter.com/Kiyupi3/status/1740193691577491516
Thu Dec 28 02:08:51 +0000 2023;1740193058795495690;"@na_delima @starfess kalau smua lagu kpop lu boikot, tinggal left kpop apa susahnya sih? kalau gitu semua aja lah boikot, bnyk kali loh pendukung israel, bukan cma kpop2 aja, mostly hal yg lu gunain sehari2 adlh produk buatan pendukung israel. Kalau boikot jgn lah setengah2";0;0;0;2;in;1558825562742747136;1739628190023475558;Cianotcya;https://twitter.com/Cianotcya/status/1740193058795495690
Thu Dec 28 00:47:32 +0000 2023;1740172595046301823;"Emang seharusnya boikot selamanya itu produk israel";0;0;0;0;in;1476110597649432578;1740172595046301823;clavicvla;https://twitter.com/clavicvla/status/1740172595046301823
Thu Dec 28 00:23:06 +0000 2023;1740166449443020832;"Tak faham bangsa yang perlekeh orang islam nak boikot produk israel tapi paling memekak kalau kita nak BMF.";0;0;14;29;in;29448397;1740166449443020832;yentheeb40;https://twitter.com/yentheeb40/status/1740166449443020832
Wed Dec 27 22:46:24 +0000 2023;1740142113688572067;"Boikot produk Israel tapi kelakuan dah mirip orang zionis😩";0;1;0;10;in;1376368728888143875;1740142113688572067;waymondhere;https://twitter.com/waymondhere/status/1740142113688572067
Wed Dec 27 21:54:39 +0000 2023;1740129089372254679;"@the141universe @AnaFebria112020 @jejelelah Si jk jadi ba sebelum boycot ini terjadi, lagian yg diambil disini itu yg baru ini ketahuan pakai dan promosikan produk yg di boikot. Dan itupun yg juga terang terangan dukung israel (produknya). Karna udah pasti idol kpop itu ga bisa jauh dari brand besar.";0;0;0;1;in;1722141299950993408;1739259255755248036;heniee20;https://twitter.com/heniee20/status/1740129089372254679
Wed Dec 27 17:32:18 +0000 2023;1740063068162568329;""boikot pilihan sendiri"  Kepala anjing lagi make sense dari orang yang gunakan ayat ni untuk pujuk hati masih membeli produk yang masih bayar royalti dan sokong israel.";0;0;0;0;in;994498312546865152;1740063068162568329;KodzumeAi;https://twitter.com/KodzumeAi/status/1740063068162568329
Wed Dec 27 17:31:44 +0000 2023;1740062923740057940;"@jystulips hal gini tuh udah dibedain, kita gak mungkin bisa boikot semua produk/brand yang ngefunding Israel soalnya emang banyak banget. ada beberapa brand yang kita prioritasin buat di boycott, which is McD and SB, itu dua diprioritasin untuk di boikot karena emang gak "penting" banget";0;2;0;1;in;1160217726599614464;1739573820485407013;roumanthic;https://twitter.com/roumanthic/status/1740062923740057940
Wed Dec 27 17:29:45 +0000 2023;1740062422722138257;"@hahingang Giliran gal gadot, dan artist Hollywood lu satu suara boikot , giliran opa dan uni lu dibela produk Israel lupa lu pada mana terpecah dua pula🤣🤣";0;0;0;3;in;1289830915657461760;1739951859534877106;Hamdiirawan17;https://twitter.com/Hamdiirawan17/status/1740062422722138257
Wed Dec 27 15:54:14 +0000 2023;1740038388802314380;"Happy tengok bila dah makin ramai owner restoran/warung/cafe yang boikot produk Israel sejak beberapa bulan lepas. Sampai ke hari ni gua tanya ke member2 semua takde sorang pun yang jatuh miskin sebab takde orang datang kedai diaorang. Hidup je tanpa support produk Israel.";0;1;0;0;in;3312274627;1740038388802314380;alicairel;https://twitter.com/alicairel/status/1740038388802314380
Wed Dec 27 15:51:37 +0000 2023;1740037727930994971;"@adriansyahyasin Gak usah boikot produk Israel kalo kelauan lo pada kaya binatang. 11-12";0;0;0;8;in;84823797;1740016871272042574;noviliaecha;https://twitter.com/noviliaecha/status/1740037727930994971
Wed Dec 27 15:36:16 +0000 2023;1740033867237716318;"@Dwi_Ekaputri Penggiat boikot produk israel harus makin kenceng lagi, danone aqua bisa jadi contoh tuh kalau di biarkan malah makin ngelunjak";0;0;0;0;in;1614467418352672770;1739953622182736085;AulDevina;https://twitter.com/AulDevina/status/1740033867237716318
Wed Dec 27 15:27:58 +0000 2023;1740031778256298159;"@seleneaelys Padahal udah dari dulu kita boikot semua produk yg mendukung Israel. Bahkan ibu aku ikut boikot barang sehari hari, kaya barang yang termasuk produk Unilever. Mereka kudet banget.";0;0;0;1;in;1469214519201206275;1739909769899786252;deijun1997;https://twitter.com/deijun1997/status/1740031778256298159
Wed Dec 27 15:11:51 +0000 2023;1740027720711766045;"@jn_lee27 Kaka udah tau nyari kerja susah tapi nge boikot produk berlabel Israel yg seharusnya bisa menjadi peluang kerja buat orang lain dan mengurangi pengangguran tapi tetap memaksakan buat nge boikot. Paham keadaan di Indonesia gak sih kakanya?";0;0;0;1;in;1522852216893100032;1739978388289540593;Alexa77840962;https://twitter.com/Alexa77840962/status/1740027720711766045
Wed Dec 27 14:54:02 +0000 2023;1740023237147566543;"Aku tidak sengaja menciduk seorang teman yang selalu menyuarakan boikot produk israel di sosmed, tapi dia makannya di KFC, itu termasuk munafik atau bukan?";0;0;0;0;in;1735265449338904576;1740023237147566543;kookieredocie;https://twitter.com/kookieredocie/status/1740023237147566543
Wed Dec 27 14:31:06 +0000 2023;1740017465701331371;"@nctzenhumanity Yuk bisa yuk supaya dilirik SM dan artis SM boikot produk israel. Ga terima aespa dapet sponsor SB. 🙏🏻";0;0;0;0;in;1567624120153800704;1739938817510121905;Akugatausuwer;https://twitter.com/Akugatausuwer/status/1740017465701331371
Wed Dec 27 14:29:56 +0000 2023;1740017172532105432;"@erlanishere Media besar korea tertawa bang sama keadaan palestina karena kita boikot produk israel.bahkan mereka terang terangan mendukung,serang ngk nih?kpopers jg nyerang mereka bahkan nyerang idol yg pro israel.kita soal kemanusiaan utama bahkan kami bnyk yg sudah muak sama idol. https://t.co/vJXsKIAyFZ";0;0;0;0;in;1309127439382188033;1739634052813193548;blacksecret66;https://twitter.com/blacksecret66/status/1740017172532105432
Wed Dec 27 13:20:33 +0000 2023;1739999711787139106;"@loeymafia @beng2_dingin Suka heran sama orang yang benci sama idol gara2 ngepost produk pro Israel, padahal yang ngehujat itu juga belum tentu sepenuhnya nge boikot produk pro Israel kalau dalam kehidupan sehari-hari ortu atau dia sendiri masih pake produk unile**r baik itu bumbu masakan, sampo, dll";0;1;0;0;in;1427829875646156804;1739464202040000637;cherrysbilla;https://twitter.com/cherrysbilla/status/1739999711787139106
Wed Dec 27 13:19:58 +0000 2023;1739999562625171793;"soal idol pakai barang pro israel, menurutku hak idol ya mau pakai atau mau boikot barang barang tsb, kita gabisa ngatur. Tapi kalo mereka post barang-barang tsb, itu ngaruh banget buat penjualan si produk ini, karena kalian juga pasti tau lah ya, sekalinya produk dipake sama-";0;0;0;0;in;1699595289081024512;1739999562625171793;oonurm_ark;https://twitter.com/oonurm_ark/status/1739999562625171793
Wed Dec 27 12:51:24 +0000 2023;1739992376624697416;"@castIedine @putriakaanggi @starfess Gue ngomong gini karena gue juga boikot produk" pro Israel, gue juga udah spam bubble jihyo sana buat hati", itu lebih baik daripada nyebar hate kek sender diatas. BUKAN STANDAR GANDA KARENA BEDA KONTEKS";0;0;0;1;in;1388127631351025664;1739614789381607857;DinaRF17;https://twitter.com/DinaRF17/status/1739992376624697416
Wed Dec 27 12:50:02 +0000 2023;1739992032230482095;"@castIedine @putriakaanggi @starfess Inget konteks awal yg dipermasalahin apa, idol yg secara TERANG" AN PROMOSI PRODUK PRO ISRAEL PADAHAL UDAH DIINGETIN, kalau semua idol yg pakek produk itu di boikot, gak usah nge kpop";0;0;0;0;in;1388127631351025664;1739614789381607857;DinaRF17;https://twitter.com/DinaRF17/status/1739992032230482095
Wed Dec 27 11:45:34 +0000 2023;1739975806083105136;"juga gabisa lah menyimpulkan seseorang pro israel cuma karena dia ga boikot. Karena ya jujur aja sih ya man teman, kita kita juga ga segampang itu ngelepas produk produk tsb 😞. Respect banget sama idol idol yang langsung takedown post nya setelah ditegur orang 🫰🏻";0;1;0;0;in;1699595289081024512;1739974924150972439;oonurm_ark;https://twitter.com/oonurm_ark/status/1739975806083105136
Wed Dec 27 11:26:05 +0000 2023;1739970904908861625;"VIDEO: Warga Palestina di Tepi Barat Boikot Produk Israel https://t.co/mX8deMPfbn";0;0;1;2;in;47596019;1739970904908861625;liputan6dotcom;https://twitter.com/liputan6dotcom/status/1739970904908861625
Wed Dec 27 11:22:35 +0000 2023;1739970024067174587;"VIDEO: Warga Palestina di Tepi Barat Boikot Produk Israel https://t.co/EYx5Vg7t0y #News";0;0;0;0;in;47596019;1739970024067174587;liputan6dotcom;https://twitter.com/liputan6dotcom/status/1739970024067174587
Wed Dec 27 11:00:49 +0000 2023;1739964548243915044;"Miris banget, yg koar koar paling gede soal mental health, physical health, tutup kuping dan tutup mata soal gerakan dukung Palestin dan boikot produk si tai Israel itu. Ga mikir kah tuh mental sama fisiknya anak anak sm penduduk disana gimana";1;0;0;0;in;1399004415219040258;1739964548243915044;adhrafifX;https://twitter.com/adhrafifX/status/1739964548243915044
Wed Dec 27 10:50:05 +0000 2023;1739961846189412615;"ntar kalo udah nurutin buat ikut boikot produk pro israel ya brrti saham mereka udah turun banget dan perlu uang kalian";0;0;0;0;in;1262665606161022977;1739961835313635631;gempiyay;https://twitter.com/gempiyay/status/1739961846189412615
Wed Dec 27 10:44:59 +0000 2023;1739960561927127325;"Seperti diketahui, gerakan Boikot produk pendukung israel secara tak sengaja membuat produk lokal dari nusantara berkembang, Namun sangat disayangkan, Kaum2 Rahayu menuduh islam anti budaya nusantara, padahal sejak era Kesunanan, Penjajahan VOC, Belanda hingga Orba";0;1;0;0;in;3435242294;1739960558898884759;ArwahMiliter;https://twitter.com/ArwahMiliter/status/1739960561927127325
Wed Dec 27 09:59:04 +0000 2023;1739949006640554078;"@Human14A @starfess Konteks nya bukan begitu, yg pertama kali di boikot itu orang" yg secara terang" an promosi produk yg pro Israel, kalo buat pribadi ya gak masalah orang boikot itu hak masing", kalo maunya yg gak sengaja tertangkap beli di boikot juga, sekalian aja semua grup KPop di boikot";0;0;0;0;in;1388127631351025664;1739614789381607857;DinaRF17;https://twitter.com/DinaRF17/status/1739949006640554078
Wed Dec 27 09:26:34 +0000 2023;1739940828716454317;"@caratstalk intinya BDS itu punya 4 kategori produk yg di boikot: 1. consumer boycott target: mostly brg produksi israel asli dan yg memang mendanai israel, ini hrs diboikot total 2. divestment targets: ini targetnya lebih ke menekan para pemerintah dan investor buat ga invest ke brand² tsb";0;1;5;14;in;1418218885849882631;1739934093390102811;gyumild;https://twitter.com/gyumild/status/1739940828716454317
Wed Dec 27 09:19:13 +0000 2023;1739938978512658692;"@mrrposa @sydanah Bner, kta ibuku susah mau boikot krn emng produk israel tuh kebnyak untuk kebutuhan sehari-hari, jadi agak susah untuk ng boikot";1;0;0;6;in;2309764156;1739651354325639396;indelf89;https://twitter.com/indelf89/status/1739938978512658692
Wed Dec 27 09:11:17 +0000 2023;1739936982774550864;"Nder lo terlalu menekankan harus boikot semua, kenapa yg di BDS yg dijadikan acuan biar fokus boycot kita nggak pecah. Kalau lo mau boycott yg lain silahkan tapi ingat nih sekalian x, fb,  instagram, WA, produk elektronik terafiliasi israel lo ikutan boycott jgn tebang pilih~";0;1;0;0;in;1347877875312037889;1739936982774550864;blackisminex;https://twitter.com/blackisminex/status/1739936982774550864
Wed Dec 27 09:03:59 +0000 2023;1739935142322577615;"@bencana_alam2 @jokowi Secara global produk pro israel sudah terkena dampak bgt, dipasar saham anjlok kok. Cuma perlu digaribawahi juga pada posisi indonesia, dampak luas terhadap pekerja juga harus diperhatikan. Membatasi terhadap pembelian produk tersebut sih, tapi tidak boikot 100%";0;1;0;0;in;99945653;1739449000825442574;abiyuu;https://twitter.com/abiyuu/status/1739935142322577615
Wed Dec 27 08:32:16 +0000 2023;1739927162076155912;"Nahh sudah jelas kalian lihat idol2 kita mengonsumsi produk yg kita sepakati untuk boikot. Dan ada 3 opsi seseorang masih mengonsumsi produk tersebut  (1) Mereka pro israel  (2) Mereka tidak peduli tentang huru hara yg terjadi  (3) Mereka tidak tau apa yg terjadi sebenarnya";0;1;0;0;in;1706681467143950336;1739927150302793826;Daylilaa_;https://twitter.com/Daylilaa_/status/1739927162076155912
Wed Dec 27 08:31:06 +0000 2023;1739926868508471632;"Kenapa orang" pada naif ya. Pemboikotan produk pro israel itu bagus &amp  aku setuju soal itu, tapi faktanya kita gk bisa boikot kesuluran produk itu.Apalagi produk pro israel yg berbentuk aplikasi &amp  teknologi yg susah buat cari penggantinya. Intinya boikot semampu kita &amp  sebisa kita";0;1;0;0;in;1414464019310673920;1739926868508471632;HeyyyLys;https://twitter.com/HeyyyLys/status/1739926868508471632
Wed Dec 27 07:52:21 +0000 2023;1739917118869733597;"@morrexs intinya ada fans yg bela idol kaya bela negara. padahal akhir2 ini kan lagi rame boikot produk pro israel, pas dikasih tau malah denial";0;0;0;0;in;728080351927488512;1739666178396819570;haagwntus;https://twitter.com/haagwntus/status/1739917118869733597
Wed Dec 27 06:53:00 +0000 2023;1739902181321662647;"@BWalldrof @convomfs apasih, org pengen berdamai sama artisnya.. itu fansnya protes boikot agensi artis buat narik artisnya dari produk Pro israel, biar rantai nya putus";0;0;1;591;in;1514132248668246017;1739879794756751475;EmbrioPertamax;https://twitter.com/EmbrioPertamax/status/1739902181321662647
Wed Dec 27 06:36:45 +0000 2023;1739898092638671336;"Lagian fungsi boikot tujuannya biar mereka kena sanksi sosial dan sadar akan apa yg mereka lakuin itu salah krn ikut ngepromosiin produk yg terafiliasi dgn israel….";0;1;0;0;in;785112734744535040;1739898092638671336;for_zhao;https://twitter.com/for_zhao/status/1739898092638671336
Wed Dec 27 06:28:48 +0000 2023;1739896090844189058;"@kegblgnunfaedh 🤠 mari kita bersatu padu kompak sedunia untuk memboikot produk Israel karena boikot kita kekuatan untuk para pejuang Mujahidin !!!";0;0;0;0;in;1630976361652424704;1739859075805188593;AnwarOjat;https://twitter.com/AnwarOjat/status/1739896090844189058
Wed Dec 27 06:09:35 +0000 2023;1739891254048305262;"@HumaZhr boikot produk Israel and America";0;0;0;0;ca;1500957662556540931;1739660279246356913;tifuskurcaci;https://twitter.com/tifuskurcaci/status/1739891254048305262
Wed Dec 27 06:04:14 +0000 2023;1739889909308248220;"@masyoko @SbuxIndonesia Boikot produk Israel tidak akan menyelesaikan masalah di palesntina sana, Kalo mau bantul rakyat Palestina ikut bantu ke agensi humanitarian aja.";0;0;0;0;in;1731867550550753280;1739452026768293949;enhaheezs;https://twitter.com/enhaheezs/status/1739889909308248220
Wed Dec 27 05:51:07 +0000 2023;1739886605782106181;"@DahelOceana @SweetJaeminssi Perasaan jaman sekarang banyak idol yg latar belakang keluarganya aja udh kaya. Dari belom debut udh pake baju branded atau punya macbook. Boikot produk israel ga bikin mereka miskin, toh produk dan desainer lokal korea kan lebih banyak. Kenapa ga jadi ba produk dan desainer sono";0;1;0;2;in;1107459490494869504;1739623751170584829;jjongjongnajong;https://twitter.com/jjongjongnajong/status/1739886605782106181
Wed Dec 27 05:47:29 +0000 2023;1739885693936267398;"Selain Boikot Produk Israel, ada baiknya kita Boikot Produk2 dari negara dengan pemerintahan yang dikuasai oleh Oligarki Perusahaan, Memiliki tingkat bunuh diri tertinggi dan tingkat kelahiran terdendah didunia ini.";0;0;0;0;in;137697628;1739885693936267398;AkilaNazaffu;https://twitter.com/AkilaNazaffu/status/1739885693936267398
Wed Dec 27 05:16:49 +0000 2023;1739877976576323777;"@stairwayto3dom Kelakuan biadap tidak manusiawi yang di lakukan oleh mereka, dan akan mereka terima balasannya sesuai apa yang mereka perbuat Free Palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸 Boikot Israel produk forever";0;0;0;0;in;1729065494354001920;1739754155932082538;MinderaM37374;https://twitter.com/MinderaM37374/status/1739877976576323777
Wed Dec 27 05:11:59 +0000 2023;1739876757589909754;"Jangan kendor tetap boikot produk pro Israel, walau ksh promo gede jg, liat bule aja bnyk yg bs boikot   #BoycottIsrael  #BanAIPAC  #BanTheADL https://t.co/MbN5U9wIzV";0;0;0;1;in;805360308260737024;1739876757589909754;Fitri_Greens;https://twitter.com/Fitri_Greens/status/1739876757589909754
Wed Dec 27 04:48:53 +0000 2023;1739870945203175656;"@_1004ina @yeongijalhae sd 2009/2010 an. dulu sd ku pernah ngadain demo buat boikot unilever, danone dan galang donasi. jaman dulu kenceng bgt boikot boikotan produk" itu. 2021 lalu pernah ikut aksi jg krn pas itu israel ngebom besar besaran. https://t.co/TsmsFlRjlS";0;0;0;0;in;1718881260012240896;1739667488978489394;soleilree;https://twitter.com/soleilree/status/1739870945203175656
Wed Dec 27 04:40:08 +0000 2023;1739868744468537818;"@moonvsunnn Boikot itu karena ada tujuannya yaitu, menghentikan mengkonsumsi produk pro israel. Ini bukan tentang produk, melainkan KEMANUSIAAN. Mengingatkannya tentu dengan ADAB.";0;0;0;0;in;1738084306659237888;1739571851641475157;nadiyaaa123456;https://twitter.com/nadiyaaa123456/status/1739868744468537818
Wed Dec 27 04:06:15 +0000 2023;1739860218354565393;"@nilaypham mereka gatau tentang "produk boikot" bukan gatau tentang isu israel palestine.";0;1;0;0;in;1550268460285829121;1739848259303293390;kittyhaern;https://twitter.com/kittyhaern/status/1739860218354565393
Wed Dec 27 03:55:44 +0000 2023;1739857571857711486;"Mengapa boikot Unilever?  Unilever menjadi salah satu sasaran boikot mengingat perusahaan ini berhubungan erat dengan Israel. Unilever tetap berkomitmen untuk memasarkan produk-produk mereka ke Israel meskipun komunitas global kini menjauhi negara tersebut akibat genosida ... https://t.co/dORBRUJkGf";0;1;0;0;in;1725041263416905728;1739857571857711486;boikotisraelcom;https://twitter.com/boikotisraelcom/status/1739857571857711486
Wed Dec 27 03:23:24 +0000 2023;1739849433612001644;"@FOODFESS2 so cuteee, gapapa nderr tetep dimakan ajaa dia udh effort beliin itu buat mamanyaa😟😟☹️ tp jgn lupa dikasi edukasi soal imbauan boikot produk yg support israel juga yaaa (dgn kata2 yg baik)";0;0;0;1;in;1721152085981556736;1739831288335659368;estebuteh;https://twitter.com/estebuteh/status/1739849433612001644
Wed Dec 27 03:13:25 +0000 2023;1739846921014084023;"@wibnky @ihacomingyu @starfess Jadi secara gak langsung lu nanya barang yang udah terbeli sebelum pemboikotan terjadi? Malah nanya balik wkwk, paham boikot gak? Di sini poinnya boikot yang mana kesadaran manusia sendiri. Yang artinya gak beli lagi produk yang mereka jual dan mengurangi dana israel.";0;1;0;0;in;1718920375567020032;1739614789381607857;Human__Walker;https://twitter.com/Human__Walker/status/1739846921014084023
